rowid,epicid,tce_planet_num,tce_period,tce_time0bk,tce_duration,training_label,campaign,tce_depth,tce_impact
2335,203837143,1,15.70357365,2070.868445,11.5768019, J,2,0.051627682,0.001223173
2336,203838456,1,0.10211955,2061.364053,0.058820861, J,2,0.095688256,0.01
2337,203839698,1,1.927486683,2061.787506,12.40718703, J,2,0.160691213,0.992407036
2338,203840935,1,38.0995686,2068.672114,7.120943229, J,2,0.198294137,0.0005
2339,203840941,1,34.93282208,2071.990681,1.863759976, J,2,0.119848285,0.416178476
2340,203841613,1,37.24116454,2063.605676,2.01315521, J,2,0.103839871,0.000500183
2341,203842026,1,25.12857349,2078.609369,1.886421998, J,2,0.220169924,0.021423731
2342,203842272,1,20.98089534,2072.411489,9.233240822, J,2,0.070494322,0.327238675
2343,203843841,1,32.83943697,2073.254448,3.816685714, J,2,0.716691534,0.001116405
2344,203843911,1,4.407570736,2065.011666,18.96163092, J,2,0.143353913,0.731624538
2345,203844195,1,0.245242829,2061.414657,0.362421418, J,2,0.055728022,0.348253283
2346,203844508,1,30.4822047,2078.748764,0.507905431, J,2,1.547042744,0.042780953
2347,203845408,1,37.89986098,2063.623269,2.144584424, J,2,0.026393858,0.297223427
2348,203845771,1,27.60770501,2078.319922,0.573982534, J,2,6.684884952,0.494130591
2349,203846154,1,0.10211955,2061.384538,0.058820861, J,2,0.234843168,0.01
2350,203847387,1,1.950870896,2062.445571,6.699051471, J,2,0.007741015,0.724152563
2351,203847437,1,1.953509768,2062.382392,5.709129923, J,2,0.009718856,0.961755481
2352,203847576,1,27.41679044,2083.470884,5.313016388, J,2,0.027483482,0.35187464
2353,203847709,1,34.18888323,2071.302018,1.827179534, J,2,0.163933909,0.469732408
2354,203848625,1,30.35765561,2084.705934,14.69706789, J,2,0.260443866,1.091823059
2355,203849738,1,0.619822168,2061.607969,2.594400952, J,2,0.179065341,0.903116966
2356,203850425,1,33.48062678,2072.030133,0.611960376, J,2,1.50954953,0.000337676
2357,203850605,1,35.37564665,2095.699864,23.97903006, J,2,0.425203223,1.083729362
2358,203853223,1,33.99406781,2078.384933,5.823758847, J,2,0.360397122,0.001940854
2359,203853956,1,33.2278736,2078.766359,1.701533108, J,2,0.097372984,0.614151532
2360,203854101,1,0.135051195,2061.423594,0.25, J,2,0.02746862,1.002305687
2361,203855310,1,17.8579055,2078.613606,1.675602976, J,2,0.038357097,0.647591167
2362,203856243,1,33.92990406,2071.276834,1.448616635, J,2,0.466930974,0.270816335
2363,203856431,1,35.11086121,2078.568279,4.213394298, J,2,0.07023931,0.319617584
2364,203857254,1,0.122661904,2061.31686,0.070653256, J,2,0.161107529,0.01
2365,203858181,1,29.43586054,2079.811536,2.21064559, J,2,0.025268309,0.002490719
2366,203859264,1,1.953197361,2062.351799,5.510073802, J,2,0.007749647,0.815825271
2367,203859633,1,37.62076801,2064.369573,2.16978097, J,2,0.209847403,0.664417922
2368,203860247,1,30.80891765,2078.447146,1.848631067, J,2,0.101909188,0.954971263
2369,203860545,1,33.31151031,2079.121648,1.965696966, J,2,0.280952829,0.019161267
2370,203860546,1,27.30852398,2078.340703,2.139140706, J,2,7.917201124,0.000500073
2371,203860592,1,12.44789265,2068.751,16.01147213, J,2,0.426459642,1.25135315
2372,203860852,1,26.28913518,2061.40954,1.320513211, J,2,0.178438124,0.329095831
2373,203861461,1,26.17880899,2078.504581,2.756058761, J,2,0.721138437,0.000487175
2374,203862309,1,4.329337673,2064.510424,17.79169187, J,2,0.450323034,1.106035972
2375,203862410,1,23.12454797,2075.401882,2.055633361, J,2,14.63088638,31.70752062
2376,203862487,1,0.291415223,2061.5664,0.583534817, J,2,0.073767465,0.875054249
2377,203863209,1,31.97442318,2075.411146,2.019537495, J,2,0.099220157,0.383049266
2378,203865172,1,21.05046682,2061.481725,1.471246805, J,2,0.052173689,0.456679064
2379,203865441,1,29.41035731,2078.400483,1.383087401, J,2,0.101658228,0.676146862
2380,203867512,1,28.46884552,2085.546136,7.619684, E,2,0.168280386,0.550945918
2381,203867975,1,11.5955713,2071.651284,0.802381878, J,2,2.151179472,0.095446891
2382,203868595,1,34.43003087,2070.058512,2.459343088, J,2,8.779889403,0.000500207
2383,203868608,1,4.541770539,2065.30244,5.436914762, E,2,0.483472101,0.942802459
2384,203869829,1,37.70019941,2064.34675,2.82138652, J,2,0.222940526,1.018357053
2385,203871013,1,0.163200811,2061.385745,0.094003667, J,2,0.056580989,0.01
2386,203871922,1,33.90776701,2072.008393,2.108592614, J,2,0.061107271,0.000499999
2387,203873262,1,26.60718386,2079.287875,16.09268498, J,2,0.089884079,0.160222105
2388,203874023,1,23.89951436,2073.266164,2.194041893, J,2,0.296315682,0.002123627
2389,203874281,1,25.64655911,2078.314482,1.994515351, J,2,0.054593495,0.297591525
2390,203874287,1,2.478995265,2063.564339,1.140153959, J,2,0.414658093,0.00050001
2391,203875175,1,1.912119663,2063.168352,11.73579535, J,2,0.103446034,0.896244635
2392,203875982,1,33.85056623,2078.487158,1.910975301, J,2,0.165212601,0.000339892
2393,203876226,1,30.75834015,2078.47936,2.066535706, J,2,0.046612032,0.365763862
2394,203876292,1,32.24146798,2078.525645,2.268968092, J,2,0.090634162,0.410128486
2395,203878683,1,13.75389804,2072.302432,7.249804942, E,2,0.328043827,0.637908519
2396,203878861,1,24.54182476,2079.278515,2.157517084, J,2,23.08885109,0.000742514
2397,203881088,1,21.32744236,2078.450707,1.46040891, J,2,0.026994717,0.736601189
2398,203881120,1,34.8908304,2078.313671,1.915330873, J,2,0.074624605,0.536157442
2399,203881872,1,25.01365562,2078.835784,1.846062526, J,2,0.065932301,0.508554559
2400,203882809,1,34.96295013,2072.004943,1.328998608, J,2,0.090628669,0.56432066
2401,203883599,1,30.53246213,2078.719907,1.78459844, J,2,0.123283133,0.136963315
2402,203883608,1,31.97456702,2075.44983,4.309137516, J,2,0.152439137,0.012767968
2403,203884569,1,25.07189564,2078.744402,3.537381468, J,2,10.09183882,0.000499322
2404,203885994,1,32.11248563,2074.913542,1.652694215, J,2,0.228797353,0.0005
2405,203887087,1,13.35531298,2065.080914,8.197557062, J,2,0.14907288,0.000436548
2406,203887643,1,38.50660345,2067.471125,5.28277317, J,2,5.750611177,0.000500067
2407,203888154,1,28.16541954,2078.44567,6.02443931, J,2,1.508202176,0.000650382
2408,203888182,1,27.83177246,2078.369896,1.807975763, J,2,0.156646488,0.242593066
2409,203889399,1,35.17311684,2071.676976,1.842119626, J,2,0.135601299,0.476947914
2410,203892022,1,34.67173366,2095.66462,15.44925464, J,2,0.059477701,0.108504637
2411,203892932,1,37.01318087,2078.437539,2.433439368, J,2,0.089298575,0.004785252
2412,203893891,1,38.72228894,2093.96265,131.6147502, J,2,21.20742438,295.825518
2413,203894216,1,34.10948827,2071.23922,12.37474649, J,2,0.518834254,0.001650775
2414,203894375,1,0.10211955,2061.36405,0.058820861, J,2,0.869638956,0.01
2415,203895738,1,34.13854767,2072.479389,2.537460388, J,2,0.316865245,0.001596544
2416,203895983,1,16.55194589,2076.796316,14.57812995, J,2,0.445746072,1.106641477
2417,203896277,1,35.35505548,2071.256009,2.012808894, J,2,0.208742472,0.052468723
2418,203896425,1,33.56119702,2078.653562,27.69528254, J,2,36.60119771,36.05815648
2419,203897325,1,38.16704502,2064.20318,1.430419277, J,2,1.812695344,0.000505889
2420,203897692,1,33.89508392,2078.487104,6.220094961, J,2,0.489849673,0.035054724
2421,203897751,1,27.35170642,2078.370392,1.682843301, J,2,0.106346,0.50540731
2422,203899497,1,30.7582651,2078.471529,0.984095149, J,2,0.053937547,0.548233723
2423,203900099,1,26.3830658,2078.54968,2.69129132, J,2,0.13223976,0.000500001
2424,203901049,1,28.07530726,2087.677992,2.043590377, J,2,0.053657159,0.148021258
2425,203901467,1,27.1152325,2079.786442,1.609288379, J,2,0.220534848,0.469366681
2426,203901749,1,34.63603947,2071.030754,1.598207734, J,2,0.156019539,0.0005
2427,203901938,1,21.4828503,2064.435184,4.141765251, J,2,8.137682206,0.000499977
2428,203902287,1,32.17860847,2078.598808,1.902712047, J,2,0.062735178,0.696422046
2429,203902450,1,27.45978765,2078.584867,6.795564944, J,2,10.99382408,0.000502032
2430,203902572,1,32.62068151,2071.186164,2.134155868, J,2,0.120817466,0.32506279
2431,203902707,1,35.50176129,2072.022666,2.714708873, J,2,0.439918347,1.162601503
2432,203902784,1,17.87059325,2070.859148,3.729658164, J,2,11.84731742,0.000360744
2433,203903767,1,35.17327805,2070.042158,2.274561913, J,2,4.169202286,0.000542835
2434,203904033,1,27.89791111,2078.957661,2.796838649, J,2,0.426877621,0.004635368
2435,203904212,1,0.102194563,2061.349779,0.058864068, J,2,32.39229247,0.01
2436,203904213,1,36.65864226,2070.06261,3.180324694, J,2,1.48329586,0.01695523
2437,203904426,1,35.11294427,2071.244949,2.304270925, J,2,5.850535307,2.46160474
2438,203904453,1,25.99948658,2080.806229,0.924002761, J,2,16.65576478,0.075931697
2439,203904625,1,32.83948104,2073.769808,4.232487211, J,2,0.113169573,0.002402807
2440,203904870,1,0.102144547,2061.312998,0.058835259, J,2,0.907689644,0.01
2441,203905343,1,30.23706641,2079.005959,3.225158023, J,2,0.132741975,1.114082306
2442,203905434,1,33.73487853,2069.986753,1.658309851, J,2,0.075802087,0.004835755
2443,203905577,1,34.87265825,2072.073696,5.375925845, J,2,0.102764969,0.275100848
2444,203905980,1,21.34267135,2064.365466,3.154939437, J,2,0.773502738,0.000408036
2445,203906160,1,1.944393177,2062.197237,4.346480223, J,2,0.027037644,0.577985996
2446,203906604,1,0.10211955,2061.32324,0.058820861, J,2,0.141326842,0.01
2447,203907612,1,34.93459589,2072.001023,3.142760104, J,2,0.621237165,0.437723609
2448,203909052,1,34.90326358,2078.316272,2.098659587, J,2,0.103801524,0.0005
2449,203909356,1,35.44603335,2070.042672,2.439124456, J,2,8.180695006,0.000499662
2450,203909577,1,0.10211955,2061.343639,0.058820861, J,2,0.853570219,0.01
2451,203909699,1,35.11244788,2072.101226,4.164833846, J,2,0.141973651,0.003578056
2452,203909893,1,0.10211955,2061.323231,0.058820861, J,2,0.87966873,0.01
2453,203909943,1,34.459433,2070.068227,2.328118789, J,2,8.61013509,0.067938487
2454,203910604,1,0.294211371,2061.554589,0.803226783, J,2,0.045041715,0.612782582
2455,203911446,1,35.0526903,2072.041236,2.372697184, J,2,0.277198381,0.000290935
2456,203911624,1,28.16537409,2078.676075,1.823927132, J,2,2.118111803,0.060092227
2457,203911712,1,28.31861977,2087.167132,2.156976753, J,2,0.025462059,0.654406299
2458,203911955,1,34.8306018,2071.993016,1.704260566, J,2,2.39135749,0.0005
2459,203912155,1,21.48336535,2064.254939,3.218622489, J,2,0.228371681,1.093591681
2460,203912192,1,34.13846935,2071.998477,3.121841315, J,2,7.417363254,0.000500215
2461,203912530,1,34.96263438,2072.004625,1.725895999, J,2,0.439448133,0.003186401
2462,203912637,1,38.06698751,2068.118583,5.799505594, J,2,5.375618184,0.879851893
2463,203912674,1,33.75200908,2072.041253,1.566289825, J,2,1.01291391,0.008574641
2464,203912851,1,34.69307123,2072.029611,1.770071994, J,2,0.153745486,0.01
2465,203913191,1,30.75868064,2078.496532,2.056986805, J,2,0.096890694,0.374588754
2466,203913635,1,0.10211955,2061.405922,0.117641722, J,2,0.942926218,0.01
2467,203914960,1,0.10211955,2061.404891,0.058820861, J,2,0.232420092,0.01
2468,203915424,1,34.45944402,2072.025123,2.373263702, J,2,5.175589385,0.000499477
2469,203915660,1,36.72412366,2078.999015,1.901258129, J,2,0.032621197,0.543411912
2470,203916530,1,26.44397244,2085.391249,1.850024569, J,2,0.059852811,0.438795344
2471,203916964,1,36.59876652,2070.072394,0.58655462, J,2,4.624648904,0.258890456
2472,203917082,1,16.4286576,2073.264433,4.269080519, J,2,2.281081208,0.000495684
2473,203917608,1,32.45723633,2074.230108,2.844726848, J,2,0.444573939,0.015668869
2474,203917711,1,34.77131445,2071.254061,2.093665263, J,2,10.87796735,0.000503321
2475,203917770,1,1.695990641,2061.448734,10.50339858, J,2,0.111750314,0.937771057
2476,203918608,1,36.91691716,2070.078032,2.370808391, J,2,0.276865913,0.01386454
2477,203918961,1,38.26851126,2064.224263,1.784601607, J,2,0.409200631,0.793080995
2478,203919315,1,27.94071342,2078.636418,4.875523476, J,2,0.67008325,0.313814963
2479,203919499,1,30.28144141,2086.325084,6.596915467, E,2,0.226736936,0.79285313
2480,203919645,1,28.43611529,2078.620274,2.221378379, J,2,0.274883378,0.000300761
2481,203920000,1,34.05178821,2072.039931,5.855786553, J,2,1.554072395,0.000500001
2482,203920354,1,33.76453434,2072.062722,4.864100955, J,2,13.75149129,0.000567985
2483,203921221,1,10.06332018,2063.55373,3.995332636, J,2,0.023982894,0.307490998
2484,203922033,1,0.10211955,2061.343619,0.058820861, J,2,0.638744199,0.01
2485,203922445,1,35.20231008,2072.019622,1.982831997, J,2,0.095575083,0.041499759
2486,203922515,1,22.51328292,2082.769326,1.191307685, J,2,29.7600277,25.9942753
2487,203923185,1,27.13719118,2078.542434,2.324956169, J,2,0.594465651,0.000142895
2488,203923263,1,31.78893219,2075.420254,2.162204177, J,2,0.05147993,0.0005
2489,203923457,1,33.70485241,2072.565212,1.210701744, J,2,12.53408967,0.002621914
2490,203924493,1,33.93597277,2072.007624,1.592892267, J,2,0.251488967,0.012522374
2491,203925433,1,0.10211955,2061.3232,0.058820861, J,2,0.845091001,0.01
2492,203925443,1,34.87301423,2071.980535,3.067659645, J,2,0.542860193,0.004066523
2493,203925481,1,32.65009264,2073.993156,3.295406771, J,2,0.676817685,0.294488604
2494,203925554,1,0.122614048,2061.378208,0.070625692, J,2,0.92259641,0.01
2495,203925714,1,37.20824517,2070.055387,1.681191376, J,2,0.678247519,0.009212498
2496,203925955,1,24.97632221,2078.430994,2.016324117, J,2,0.054202039,0.533920041
2497,203926424,1,34.96311739,2071.290712,2.726610001, J,2,12.01758355,0.000501304
2498,203926667,1,34.90300493,2070.004984,2.699490922, J,2,19.79683251,0.000228735
2499,203926835,1,30.43513414,2085.47955,1.374157307, J,2,0.076705896,0.487283616
2500,203926890,1,34.90365465,2071.292865,2.002407368, J,2,8.139161467,0.002644111
2501,203926947,1,34.96304679,2070.168908,9.699148568, J,2,9.655402385,0.000500016
2502,203926998,1,34.22603211,2072.037508,2.347617325, J,2,8.001825705,0.045590131
2503,203927115,1,27.12648007,2078.529085,2.333420221, J,2,8.410625869,0.000909207
2504,203927310,1,34.87330837,2069.397022,10.72101806, J,2,7.250022169,0.000499991
2505,203927391,1,35.53759126,2070.064004,3.004535195, J,2,8.870035296,0.002851127
2506,203928233,1,8.296066915,2061.779252,0.917164078, J,2,0.047257217,0.520712865
2507,203928529,1,1.956318912,2061.927622,9.362377445, J,2,0.023946328,0.002544581
2508,203928560,1,25.77620415,2078.380239,2.148413785, J,2,0.148792416,0.000513386
2509,203928675,1,34.93328503,2071.293351,4.402176093, J,2,2.216510097,1.05000686
2510,203928921,1,34.45949816,2071.963425,4.282542758, J,2,8.846721467,0.000497036
2511,203929178,1,1.153874289,2061.735308,3.88759, E,2,0.392943827,0.973647604
2512,203930069,1,14.25621587,2064.22237,1.617224556, J,2,0.193805456,0.000939575
2513,203930599,1,25.46908003,2072.202432,14.02455722, J,2,0.392251324,1.14862611
2514,203930726,1,36.53418826,2070.887629,1.774153135, J,2,0.210552479,0.775876542
2515,203931024,1,29.62682195,2087.191713,1.93046389, J,2,0.107800235,0.934601584
2516,203931209,1,0.10211955,2061.404925,0.058820861, J,2,0.323645413,0.01
2517,203931522,1,0.10211955,2061.385505,0.117641722, J,2,4.423913641,0.01
2518,203931628,1,0.104944703,2061.328218,0.25, J,2,0.019180549,0.622428009
2519,203932091,1,36.88517865,2068.066119,1.82000288, J,2,0.457149463,0.002025669
2520,203932318,1,35.05318448,2071.338927,5.100274159, J,2,5.267309044,2.446676963
2521,203932787,1,27.85379071,2084.255222,2.295463129, J,2,86.47810819,0.504264061
2522,203933869,1,25.38222627,2078.337203,2.134974156, J,2,0.067714067,0.423818227
2523,203935066,1,34.371536,2071.675159,2.675805601, J,2,8.723315332,0.000500071
2524,203935918,1,0.400006169,2061.523886,2.354823004, J,2,0.111565914,0.905106044
2525,203936580,1,1.207479694,2061.36498,2.393630286, E,2,0.15256194,1.040964898
2526,203936943,1,0.10211955,2061.4049,0.058820861, J,2,0.620003436,0.01
2527,203936965,1,0.10211955,2061.34367,0.058820861, J,2,0.09193203,0.01
2528,203937317,1,28.55004651,2081.991118,18.21402192, J,2,0.221463797,0.713888351
2529,203938259,1,35.11316485,2071.26001,3.631745716, J,2,1.851502303,0.0005
2530,203938591,1,34.31311033,2071.98639,2.958396707, J,2,10.5908745,0.00050009
2531,203938957,1,32.10720716,2074.904853,1.420318987, J,2,0.225180216,0.667064288
2532,203938997,1,0.10211955,2061.384501,0.058820861, J,2,1.154765038,0.01
2533,203939508,1,35.20343566,2070.039114,1.883710406, J,2,0.043239451,0.402972955
2534,203940029,1,0.13786588,2061.412969,0.335395954, J,2,0.04922026,0.347760624
2535,203940534,1,37.40298001,2078.389753,4.498586988, J,2,0.044436008,0.251067514
2536,203940596,1,35.99610443,2079.724447,2.348731054, J,2,0.048898888,0.011027535
2537,203941210,1,33.9652235,2072.057467,4.408547838, J,2,100.451134,0.01
2538,203941277,1,0.10211955,2061.385486,0.117641722, J,2,1.375272453,0.01
2539,203941996,1,30.58137414,2078.668523,1.861630044, J,2,0.164917774,0.044699781
2540,203942067,1,1.639895588,2062.546661,4.1488708, E,2,0.516634778,0.882359518
2541,203942275,1,37.50249913,2068.058192,3.800097042, J,2,4.337349441,0.001673974
2542,203942313,1,0.10211955,2061.323223,0.058820861, J,2,0.711722208,0.01
2543,203942612,1,30.60723429,2078.610225,1.705924927, J,2,0.033590063,0.716979496
2544,203942620,1,22.91898389,2083.268988,2.389165389, J,2,10.17029369,0.000537023
2545,203943014,1,25.99650805,2080.814608,1.854205197, J,2,0.155929559,0.000174925
2546,203943041,1,36.28180164,2070.063009,4.874841078, J,2,1.26782517,0.004824363
2547,203943518,1,0.256614514,2061.310717,0.356253552, J,2,0.059558847,0.106303274
2548,203943710,1,0.10211955,2061.364019,0.058820861, J,2,0.292468348,0.01
2549,203944338,1,32.59348229,2073.767537,6.353261682, J,2,1.639675926,0.008775003
2550,203944388,1,32.63992511,2074.219102,1.414928802, J,2,0.284053029,0.35656092
2551,203944575,1,0.10211955,2061.343609,0.058820861, J,2,0.837254658,0.01
2552,203945512,1,34.40059888,2071.988644,1.61642064, J,2,4.015434396,0.000510901
2553,203946777,1,27.94224833,2078.612958,2.337958953, J,2,9.905425215,0.000490964
2554,203947055,1,34.43608918,2071.285951,2.479642251, J,2,0.73500713,0.033765149
2555,203947305,1,0.10211955,2061.323166,0.058820861, J,2,0.257785324,0.01
2556,203947410,1,33.93999913,2072.014389,2.479708702, J,2,0.441697315,1.148514873
2557,203947556,1,34.13828359,2072.462447,2.005783821, J,2,0.60136459,0.008173805
2558,203949130,1,0.10211955,2061.323169,0.058820861, J,2,0.305729017,0.01
2559,203950167,1,20.5939431,2065.539694,14.50610248, J,2,0.181069844,0.606404731
2560,203950559,1,38.06667386,2064.224909,1.753407364, J,2,1.861153382,0.000338871
2561,203951608,1,33.56924177,2078.416989,2.315025857, J,2,0.170818931,0.057530248
2562,203951969,1,22.10358016,2081.758027,1.778912532, J,2,0.14037653,0.557091638
2563,203952761,1,37.45998582,2061.530877,2.421045015, J,2,0.310243331,1.061367991
2564,203953466,1,38.68660586,2066.724792,10.09583976, J,2,0.129465004,0.825923106
2565,203953541,1,38.64206451,2064.485967,19.77765024, J,2,0.097676687,0.0005
2566,203953799,1,37.63444616,2064.274717,2.426767313, J,2,0.164259581,0.008781697
2567,203954364,1,34.66371673,2071.256791,2.705061225, J,2,26.7518283,26.24992233
2568,203954898,1,20.76772795,2064.18302,15.0154716, J,2,0.199267409,0.724264491
2569,203955457,1,33.75180133,2072.016262,2.253312091, J,2,0.185310949,0.352560095
2570,203955548,1,34.19644258,2071.991187,4.193205113, J,2,4.955105846,0.000700995
2571,203956445,1,37.93143414,2078.501612,4.5502209, J,2,0.073113465,0.002512548
2572,203956555,1,21.34272024,2064.376251,2.10276272, J,2,0.139068665,0.004916837
2573,203957036,1,38.3008609,2078.639597,4.691546136, J,2,0.1868654,0.000502675
2574,203959372,1,34.35857759,2071.962007,5.792927913, J,2,0.60106818,0.011606853
2575,203959531,1,33.70723233,2071.99002,2.218682764, J,2,9.5480613,0.000499834
2576,203959628,1,0.10211955,2061.363967,0.058820861, J,2,0.083508463,0.01
2577,203960268,1,33.93636514,2072.001809,1.183918882, J,2,6.385088065,0.003473496
2578,203961088,1,38.03165178,2078.432845,4.107865926, J,2,0.044396965,0.446255494
2579,203962537,1,28.43612984,2078.6601,4.241130156, J,2,0.175444746,0.001048501
2580,203962599,1,37.39674556,2068.446628,5.997272698, J,2,0.801984008,0.00635174
2581,203963116,1,34.59342583,2071.295887,3.144020435, J,2,0.108251883,0.477425522
2582,203964788,1,33.48207672,2072.042927,1.926041743, J,2,0.721921633,0.003679295
2583,203966945,1,33.68383062,2072.020722,3.671157818, J,2,0.434010226,1.015135214
2584,203967196,1,31.03664499,2085.912309,4.322732524, J,2,0.04254606,0.000500386
2585,203969636,1,38.46978942,2078.416534,3.933010027, J,2,0.132409408,0.000674514
2586,203969672,1,14.44559885,2069.790542,14.7103405, J,2,0.48594211,0.941644833
2587,203970821,1,27.30873704,2078.399691,4.252538036, J,2,0.110443999,0.000500001
2588,203971352,1,2.438613081,2063.324883,12.78157104, J,2,0.30524949,0.999827974
2589,203972079,1,33.93880754,2071.294001,2.158855664, J,2,0.271254939,0.002950943
2590,203972954,1,36.01810966,2068.081526,1.291181454, J,2,0.145515261,0.222384642
2591,203975038,1,38.03121089,2078.594626,4.303571489, J,2,0.093439487,0.154082609
2592,203975467,1,35.3244669,2070.818477,2.591016925, J,2,0.280156787,0.577166659
2593,203976419,1,27.05200939,2078.816053,4.102792314, J,2,0.076946124,0.50002821
2594,203976735,1,26.46507318,2081.829473,1.924018333, J,2,0.132335404,0.0005
2595,203976840,1,32.97671054,2080.363096,1.375348172, J,2,0.127588133,0.032128404
2596,203978603,1,33.87997264,2078.358799,2.658088401, J,2,0.110054037,0.63549171
2597,203978911,1,34.22562975,2072.018159,2.754150562, J,2,0.151849471,0.413492894
2598,203979309,1,36.91746166,2069.204639,4.656324335, J,2,0.186297093,0.558085323
2599,203979314,1,35.3665139,2071.263017,1.176314315, J,2,0.166838735,0.004713962
2600,203979600,1,36.46052224,2070.042382,2.520238078, J,2,0.418189948,1.22248332
2601,203980417,1,33.8842434,2071.351196,1.35018106, J,2,0.517841257,0.02734801
2602,203980660,1,38.50366116,2078.322025,1.287261754, J,2,0.064541842,0.916362113
2603,203981162,1,8.996809663,2069.551298,1.394935357, J,2,0.047719999,0.225430257
2604,203982074,1,34.31237064,2071.231293,1.418026566, J,2,0.197222549,0.012708523
2605,203984913,1,30.65782331,2078.585641,2.530288401, J,2,0.196791868,0.349440021
2606,203986778,1,38.2331334,2098.217535,1.013415027, J,2,0.11287459,0.643207121
2607,203987642,1,0.245324001,2061.440777,0.141306624, J,2,89.95610562,0.01
2608,203989869,1,35.29369381,2070.935324,4.325988632, J,2,0.099781036,0.261758284
2609,203990309,1,33.19984457,2073.692693,1.864278524, J,2,0.192478737,0.319049905
2610,203990977,1,32.08052436,2078.731869,3.193996265, J,2,0.116187589,0.540981151
2611,203993083,1,37.89545227,2070.027971,3.228333723, J,2,0.419203009,1.232676503
2612,203993506,1,28.45808154,2079.540014,1.377836739, J,2,0.070267022,0.000536877
2613,203993663,1,35.96891928,2071.101317,1.795020715, J,2,0.144581713,0.478542051
2614,203994022,1,14.61469491,2063.827147,1.205006254, J,2,0.092715022,0.086020806
2615,203995761,1,21.96169972,2071.999348,16.1150632, J,2,0.422343732,0.527789047
2616,203998168,1,30.38215426,2078.437407,4.738903539, J,2,0.123945099,0.001662443
2617,204014276,1,31.81481257,2075.900722,2.405760203, J,2,0.135234799,0.194251304
2618,204016697,1,0.245082587,2061.445891,0.14116757, J,2,0.063165421,0.01
2619,204021296,1,25.16705198,2078.561464,1.965272285, J,2,0.117723491,0.039184438
2620,204022485,1,31.60908101,2079.817743,2.763069084, J,2,0.045656162,0.91121539
2621,204026146,1,7.353676164,2066.405394,13.49014614, E,2,0.358216749,0.008524028
2622,204028955,1,37.76545936,2098.021227,3.030219807, J,2,0.169344493,6.29E-05
2623,204029544,1,35.75152354,2071.290522,2.3442259, J,2,0.109496079,0.44236063
2624,204030488,1,21.40441114,2064.317416,1.922794809, J,2,0.116687246,0.002025142
2625,204032438,1,30.4315391,2078.814739,1.424780431, J,2,0.13610106,0.019519139
2626,204039512,1,29.49610492,2081.700567,4.234340934, J,2,0.109166052,1.039814115
2627,204041485,1,18.95088641,2064.257394,1.696173341, J,2,0.069777779,0.230308955
2628,204041987,1,30.80801825,2078.437793,2.142330455, J,2,0.078866967,0.000499998
2629,204043888,1,1.486256229,2062.683204,3.501723046, E,2,0.350029539,0.905582031
2630,204047789,1,25.20738636,2078.434973,1.380913589, J,2,0.072321496,0.978876293
2631,204052067,1,0.102207072,2061.39035,0.058871274, J,2,0.014563635,0.01
2632,204053607,1,19.63325878,2064.344677,3.316143015, J,2,0.365224446,1.235594354
2633,204053721,1,20.79581406,2078.562241,2.121707584, J,2,0.03767067,0.979191128
2634,204053734,1,0.130512763,2061.352765,0.294800166, J,2,0.041589296,0.486463185
2635,204054616,1,2.329957938,2063.179174,10.22112602, E,2,0.545300778,0.737766643
2636,204056376,1,30.76074503,2078.480141,2.263189178, J,2,0.250113593,1.052091573
2637,204057095,1,23.21051976,2080.627364,2.3413659, C,2,0.108198438,1.012818722
2638,204057711,1,32.86631572,2077.901334,2.697894231, J,2,0.230606659,1.023118908
2639,204058102,1,27.96986553,2082.794542,1.876054473, J,2,0.318247441,1.050691617
2640,204059927,1,19.86585806,2080.052871,1.47612218, J,2,0.183078574,0.000500137
2641,204059992,1,20.89988708,2079.135996,1.986523921, J,2,2.737629703,0.01
2642,204063716,1,30.85882718,2078.382487,2.38559844, J,2,0.145677701,0.733593107
2643,204066274,1,0.102207072,2061.308608,0.058871274, J,2,0.089938487,0.01
2644,204066737,1,0.338156152,2061.529385,2.145171976, J,2,0.129495705,0.986931604
2645,204069729,1,37.32884328,2064.246999,6.109506642, J,2,0.079574993,0.381678216
2646,204070966,1,37.19658036,2064.298604,3.667990475, J,2,0.419965717,1.242200594
2647,204072359,1,35.39840063,2070.962073,1.43113585, J,2,0.147595649,0.003474662
2648,204073447,1,3.250526207,2063.522154,2.998518512, E,2,0.291648616,0.92251033
2649,204073806,1,36.88458012,2078.30147,1.63349339, J,2,0.107049382,0.000773853
2650,204074274,1,21.21951704,2078.616185,5.561619154, J,2,1.385605128,0.00454601
2651,204074828,1,0.102207072,2061.308592,0.058871274, J,2,0.03081773,0.01
2652,204078097,1,38.37001907,2099.303099,2.572620843, J,2,10.12386104,0.000500767
2653,204078986,1,13.48895247,2071.983642,1.597184242, J,2,10.51376417,0.003057489
2654,204079931,1,27.78700121,2084.269832,1.581806965, J,2,0.184416563,0.882331747
2655,204080563,1,21.20413861,2077.909576,0.255854453, J,2,1.724802377,0.007323713
2656,204086428,1,30.02084855,2066.616569,1.982268161, J,2,0.236483727,1.141808215
2657,204086578,1,21.58526767,2078.70645,9.592542494, J,2,0.087070097,0.644389281
2658,204086791,1,20.73503308,2078.30688,1.982847972, J,2,7.350702645,0.000957747
2659,204087772,1,37.29386373,2064.330261,8.44221612, J,2,0.034576081,0.00181582
2660,204090311,1,20.8495475,2078.347822,3.248768307, J,2,0.464804705,1.085764347
