rowid,epicid,tce_planet_num,tce_period,tce_time0bk,tce_duration,training_label,campaign,tce_depth,tce_impact
174,201224875,1,29.17336036,1986.633302,1.771492713, J,1,0.067724628,0.010559166
175,201225697,1,0.245059609,1977.333749,0.141154335, J,1,0.047152361,0.01
176,201226551,1,10.78900062,1983.211333,1.423429735, J,1,0.429303741,0.024831917
177,201230126,1,28.40324174,1977.390354,1.809894821, J,1,0.09485596,0.048505191
178,201231940,1,0.573033904,1977.511754,0.30691544, C,1,0.089984446,0.014310537
179,201232798,1,39.02859039,1986.584299,4.238956564, J,1,0.405984825,0.980470646
180,201233351,1,20.57305846,1977.379119,1.352018836, J,1,0.074055616,0.196006934
181,201233959,1,29.10202224,2006.282041,3.873517261, J,1,0.055008452,0.203150442
182,201234426,1,1.189876465,1978.162801,4.923603908, J,1,0.127134242,1.113190931
183,201234533,1,20.36103011,1996.432537,1.401763754, J,1,0.053592983,0.630246814
184,201235043,1,32.15568602,1986.597075,1.79631259, J,1,0.035318729,0.730722457
185,201235723,1,28.40636408,1977.376257,1.924110238, J,1,0.15656172,1.030327462
186,201235869,1,23.02095481,1995.698758,1.829935134, J,1,0.266684637,0.001988317
187,201236730,1,39.06259327,1986.591057,2.362339399, J,1,0.163035821,8.46E-05
188,201238068,1,39.06174573,1986.575996,1.894139899, J,1,0.08767468,0.183963159
189,201238110,1,7.907364687,1980.672976,1.5628731, C,1,0.046059045,0.012125509
190,201238163,1,1.082953584,1977.366514,1.1051726, C,1,0.023704139,0.884645249
191,201238654,1,0.171137838,1977.406714,0.276268576, J,1,0.0674836,0.551170429
192,201238932,1,0.228183644,1977.349435,0.26955152, J,1,0.071353765,0.076244617
193,201239039,1,25.31954482,2000.272157,2.021267757, J,1,0.109725805,0.000500088
194,201239401,1,0.905492472,1977.945172,1.0950358, C,1,0.029003895,0.261385406
195,201239544,1,32.1557169,1986.591109,2.324280735, J,1,0.090663418,0.012146314
196,201240429,1,34.69547309,1981.530596,2.316162045, J,1,0.582954756,0.344809555
197,201240573,1,28.40596935,1977.3766,1.947776584, J,1,0.218037719,0.991338578
198,201243013,1,34.68917014,1981.527279,2.051148148, J,1,0.133926627,0.254562765
199,201245093,1,22.09391863,1996.625225,1.526685896, J,1,0.16987789,0.450624517
200,201246021,1,39.43675875,2009.82397,6.051569396, J,1,0.037180691,0.926633395
201,201246601,1,37.05217225,1986.566389,2.604850022, J,1,0.111564588,0.347115889
202,201246763,1,0.102122389,1977.300762,0.058822496, J,1,0.75285859,0.01
203,201247091,1,25.5486707,1990.234941,1.204885058, J,1,0.084106387,0.000630014
204,201247174,1,13.99147073,1990.735246,1.550394142, J,1,0.048803213,0.010308809
205,201247497,1,2.754050753,1977.903132,1.0949373, C,1,0.078163221,0.705105116
206,201248722,1,34.68893785,1981.534027,2.025895653, J,1,0.046340811,0.855314098
207,201249233,1,14.72823472,1989.238534,1.68755402, J,1,0.016732997,0.606282244
208,201249344,1,33.87353827,2000.37809,1.135955588, J,1,0.177656183,2.35E-05
209,201250870,1,40.05688064,1977.402536,8.699476654, J,1,0.120579509,0.001129484
210,201250998,1,38.73060149,1978.706002,9.029799862, J,1,0.078414622,0.798808655
211,201251225,1,32.16051837,1986.573235,2.739789574, J,1,0.107531638,1.036964507
212,201252736,1,37.08322312,1986.603761,1.534428597, J,1,0.184325367,0.02947311
213,201253025,1,3.392992382,1977.390599,7.178686775, E,1,0.542274173,0.704641616
214,201253326,1,39.99902541,1978.561209,1.271350593, J,1,0.237138812,0.126343178
215,201255815,1,32.1767332,1986.545126,1.875636036, J,1,0.286988502,1.02454967
216,201257461,1,50.23432878,1995.382907,12.648925, E,1,0.090620844,1.0271591
217,201257618,1,32.15584672,1986.586799,2.350290361, J,1,0.077123712,0.000301353
218,201258976,1,37.39868769,1981.321835,2.649577775, J,1,0.015306876,0.000495356
219,201259151,1,32.15623703,1986.596567,2.023099684, J,1,0.136322004,0.0005
220,201259938,1,38.96192479,1979.763054,1.874865003, J,1,0.641226967,0.004179002
221,201260589,1,30.31255639,1986.584824,1.250893077, J,1,0.172853055,0.000957178
222,201262557,1,34.68622824,1981.543734,2.716447775, J,1,0.238830521,1.031592743
223,201263928,1,22.05409728,1995.215425,0.250785309, J,1,0.591156518,0.393878153
224,201264164,1,34.68886896,1981.527451,2.030361461, J,1,0.072160287,0.091278855
225,201264302,1,0.212213298,1977.274665,0.39721166, C,1,0.026893031,0.698114925
226,201264547,1,39.06020226,1986.578871,2.637069413, J,1,0.028160746,0.950027214
227,201265634,1,32.16195995,1986.593516,2.501943257, J,1,0.468412979,1.045239031
228,201266025,1,13.06353186,1988.890182,7.829029901, J,1,0.013216488,0.626021661
229,201269874,1,13.96717111,1990.810249,1.812220937, J,1,0.066996519,0.752112398
230,201270176,1,1.578198138,1977.425374,3.2135274, E,1,0.154347512,0.970284404
231,201270464,1,1.578162319,1977.426053,3.2515349, E,1,0.158816632,0.974926604
232,201275316,1,13.83872031,1986.588904,1.088438075, J,1,0.030314932,0.454476445
233,201277614,1,20.6438413,1977.428798,4.263556266, J,1,0.35871488,1.265068934
234,201280312,1,35.03001033,1990.54065,1.174384426, J,1,0.124219268,1.060542678
235,201284286,1,35.98529487,1978.947782,2.856198509, J,1,0.068070722,0.001470994
236,201285475,1,22.17995651,1994.974783,1.630451601, J,1,0.050248867,0.607760896
237,201288809,1,27.50282148,2002.602441,3.28526487, J,1,0.272428692,1.164544211
238,201289390,1,13.41841006,1990.522942,1.527551858, J,1,0.057468127,0.264361507
239,201289997,1,0.245020553,1977.34311,0.141131839, J,1,0.039623002,0.01
240,201291257,1,28.9679906,1986.595487,2.78130092, J,1,0.251877861,1.05711652
241,201291492,1,39.03324872,1986.59084,2.465475279, J,1,0.051607101,0.901888292
242,201291843,1,35.01221017,1990.534696,1.736748047, J,1,0.055683374,0.0225284
243,201291907,1,29.1967702,1986.607657,1.890958039, J,1,0.170477208,1.011864775
244,201291936,1,0.102194972,1977.263977,0.058864304, J,1,0.029690652,0.01
245,201291975,1,20.6452732,1977.425131,1.804402806, J,1,0.058536641,0.324457534
246,201292613,1,38.89037546,1977.414613,3.460087047, J,1,0.059907854,0.533861424
247,201295312,1,5.656450617,1978.718718,4.0475947, C,1,0.016016417,0.014763751
248,201299017,1,29.30732924,1996.573498,3.930197481, J,1,0.034356862,0.674213112
249,201302685,1,1.960392411,1978.88956,7.779958593, J,1,0.026041163,0.208765791
250,201303701,1,19.90348436,1986.570814,1.929540327, J,1,0.070210847,0.019319253
251,201306196,1,3.629435869,1979.459401,3.268039194, E,1,0.1216084,0.992174207
252,201309204,1,32.15546589,1986.594424,1.857028781, J,1,0.026816077,0.672496057
253,201310032,1,0.245059431,1977.333276,0.141154232, J,1,0.063587359,0.01
254,201312438,1,28.40145341,1977.388114,2.291452382, J,1,0.221923911,1.083540667
255,201312763,1,30.67545237,1986.594185,2.230472937, J,1,0.044641008,0.0005
256,201313341,1,30.67732995,1986.590866,3.159604622, J,1,0.125449545,1.02478787
257,201314531,1,33.0522946,2000.3926,1.629312675, J,1,0.248811079,1.086726187
258,201315414,1,28.21790367,1990.524386,1.160895555, J,1,0.118864935,0.726860819
259,201318197,1,26.46265932,1990.340051,10.67703967, J,1,0.017833525,0.572647796
260,201320697,1,25.51523991,1981.697946,2.835229, J,1,0.065974497,0.960736093
261,201321604,1,27.99758087,1990.724846,1.43167067, J,1,0.092024411,0.120915218
262,201321817,1,28.40892787,1977.368275,1.270871032, J,1,0.155680972,0.000125281
263,201323052,1,34.68746031,1981.527366,2.089699804, J,1,0.037559388,0.200998949
264,201324549,1,2.519398617,1979.51226,1.4608299, E,1,0.065740638,1.011759135
265,201326193,1,22.0545018,1996.68999,1.777445035, J,1,0.073668433,0.003317159
266,201329742,1,29.3299389,1986.612026,2.411289087, J,1,0.117472607,0.003328744
267,201330013,1,1.960946246,1978.97377,4.560597627, J,1,0.01480867,0.629226017
268,201330992,1,22.1174614,1996.604363,1.545351715, J,1,0.091487544,0.347989358
269,201332108,1,34.68895715,1981.534879,2.950627326, J,1,0.101559591,0.969703263
270,201333466,1,10.99852287,1981.85437,3.234205871, E,1,0.324861445,0.864465435
271,201334133,1,29.32965765,1986.614514,2.561463251, J,1,0.084917814,0.782483657
272,201334591,1,28.40256261,1977.380365,1.435829256, J,1,0.0945349,0.863286744
273,201338232,1,40.03507239,1977.391517,6.705579279, J,1,0.240705159,1.089235318
274,201338508,1,5.734533704,1981.605805,2.884628, C,1,0.039850781,0.991375643
275,201339075,1,40.01328332,1977.418926,5.239522996, J,1,0.046987223,0.001626527
276,201340068,1,1.955249052,1979.012216,3.671807227, J,1,0.055929062,1.010206188
277,201340536,1,38.15404621,2014.951138,1.733401469, J,1,0.047147046,0.671309304
278,201341418,1,1.957233226,1978.967502,4.826925813, J,1,0.027169663,0.295049428
279,201341786,1,34.68985835,1981.534048,2.499074775, J,1,0.238067213,0.997994133
280,201342391,1,13.96563809,1990.808295,1.093192639, J,1,0.067664371,0.000500939
281,201342425,1,1.42171651,1977.855305,8.227340766, J,1,0.132420482,0.902582653
282,201342703,1,34.67888155,1981.547798,1.920880824, J,1,0.095968684,0.09392294
283,201343087,1,32.17010859,1986.565613,1.862678253, J,1,0.116381353,0.232339498
284,201343259,1,10.7263905,1986.581701,2.818253562, J,1,0.04837265,1.006963015
285,201343727,1,36.74022552,1997.968619,1.948905971, J,1,0.066242167,0.016869526
286,201345218,1,28.81301847,1986.607956,2.764166752, J,1,0.100255567,0.993587218
287,201345483,1,1.729261591,1978.255332,1.705391, C,1,0.138493493,0.3288163
288,201346728,1,34.68837215,1981.529576,2.069804777, J,1,0.164240231,0.406329209
289,201347536,1,32.13008844,1986.593826,1.826375193, J,1,0.219293109,0.304227045
290,201348290,1,0.245137662,1977.31626,0.282398586, J,1,0.041435819,0.01
291,201348491,1,32.15392238,1986.599917,1.873653715, J,1,0.039517029,0.597132279
292,201349014,1,29.32993038,1986.607845,2.067477817, J,1,0.162913943,0.003533342
293,201350186,1,0.102243401,1977.292597,0.058892199, J,1,0.117989154,0.01
294,201350499,1,28.9659076,1999.600338,1.532162746, J,1,0.066440508,0.738235464
295,201351908,1,32.13876516,1986.614787,2.127631678, J,1,0.432125116,1.213648836
296,201352008,1,34.68701482,1981.531282,2.112631465, J,1,0.119308244,0.057284806
297,201352902,1,28.96686746,1986.600089,2.11791721, J,1,0.138179467,0.001711734
298,201353317,1,9.603713911,1977.562692,0.734794049, J,1,0.089585524,0.575821388
299,201354702,1,7.852003343,1978.469996,1.157301047, J,1,0.089809334,0.340249539
300,201355984,1,1.957222489,1978.96819,4.804460191, J,1,0.024923727,0.224573942
301,201356081,1,25.281124,1998.356885,1.36140607, J,1,0.121006537,0.297882963
302,201356471,1,29.32475808,1986.617093,2.319383655, J,1,0.097325698,0.0005
303,201356814,1,22.17869932,1994.972945,1.425357704, J,1,0.168491141,0.025138047
304,201357380,1,20.41805154,1996.588372,3.65011581, J,1,0.025360387,0.042197432
305,201358152,1,1.957853404,1978.962399,3.889349496, J,1,0.020390726,0.266559501
306,201358396,1,40.01768704,1977.431383,4.584841804, J,1,0.113580225,0.412660088
307,201358431,1,0.102134489,1977.318289,0.058829465, J,1,0.025510895,0.01
308,201358602,1,32.18099787,1986.546439,2.116368196, J,1,0.038482091,0.000500091
309,201359834,1,20.06807682,1985.588247,2.991048637, E,1,0.111245503,0.884307587
310,201359976,1,29.35327251,1986.573123,2.07924206, J,1,0.15652288,0.002421884
311,201360359,1,34.69051657,1981.537067,2.390756335, J,1,0.25784377,0.815914431
312,201363135,1,22.11760428,1996.602699,1.511300893, J,1,0.074223757,0.25458753
313,201365060,1,30.919911,1986.585983,1.353852607, J,1,0.063404719,0.660108009
314,201365216,1,38.94625153,1986.586869,2.962010335, J,1,0.324721888,1.16041702
315,201365697,1,37.07341096,1986.597485,2.588632372, J,1,0.288357829,1.19110583
316,201366041,1,1.95868795,1978.985754,2.020228234, J,1,0.0282407,0.717014332
317,201366147,1,29.32597816,1986.622177,2.403787862, J,1,0.030117669,0.939237216
318,201366884,1,27.6350668,2002.553622,4.003611284, J,1,0.074887954,0.000500002
319,201367065,1,10.05431993,1980.418518,2.6145839, C,1,0.034515799,0.390267378
320,201367903,1,34.68945778,1981.530101,1.905482788, J,1,0.133490003,0.295278233
321,201368515,1,14.92910043,1987.599081,4.00867548, E,1,0.421387268,0.718008508
322,201368842,1,22.11753388,1996.605536,1.454350468, J,1,0.040290667,0.67032366
323,201369243,1,29.3297099,1986.619419,2.376525396, J,1,0.093358791,0.756456959
324,201369368,1,14.71575263,1989.285924,1.620941642, J,1,0.060752938,0.285551115
325,201369936,1,30.8461391,2002.595733,1.60464917, J,1,0.0570675,0.149386861
326,201370274,1,21.12653852,1997.600561,1.595361877, J,1,0.137247957,0.615297512
327,201370988,1,7.844115415,1978.515057,1.189435471, J,1,0.077254816,0.022346691
328,201371735,1,19.5265342,1996.423225,1.650733682, J,1,0.026747108,0.590195628
329,201371817,1,34.11971705,2004.521802,1.884395746, J,1,0.181135614,0.943477256
330,201372026,1,7.863935405,1978.389355,1.030367473, J,1,0.065905806,0.015664031
